Region,Species,2024_Q1,2024_Q2,2024_Q3,2024_Q4,2023_Q1,2023_Q2,2023_Q3,2023_Q4,2022_Q1,2022_Q2,2022_Q3,2022_Q4,2021_Q1,2021_Q2,2021_Q3,2021_Q4,2020_Q1,2020_Q2,2020_Q3,2020_Q4,2019_Q1,2019_Q2,2019_Q3,2019_Q4,2018_Q1,2018_Q2,2018_Q3,2018_Q4,2017_Q1,2017_Q2,2017_Q3,2017_Q4,2016_Q1,2016_Q2,2016_Q3,2016_Q4,2015_Q1,2015_Q2,2015_Q3,2015_Q4,2014_Q1,2014_Q2,2014_Q3,2014_Q4,2013_Q1,2013_Q2,2013_Q3,2013_Q4,2012_Q1,2012_Q2,2012_Q3,2012_Q4,2011_Q1,2011_Q2,2011_Q3,2011_Q4,2010_Q1,2010_Q2,2010_Q3,2010_Q4,2009_Q1,2009_Q2,2009_Q3,2009_Q4,2008_Q1,2008_Q2,2008_Q3,2008_Q4,2007_Q1,2007_Q2,2007_Q3,2007_Q4,2006_Q1,2006_Q2,2006_Q3,2006_Q4,2005_Q1,2005_Q2,2005_Q3,2005_Q4,2004_Q1,2004_Q2,2004_Q3,2004_Q4,2003_Q1,2003_Q2,2003_Q3,2003_Q4,2002_Q1,2002_Q2,2002_Q3,2002_Q4
Region VII ,Acetes ,,,,,,,,,,,,,,,,,,,,,,,,,1.07,1.07,1.07,1.07,3.98,3.98,3.98,3.98,,,,,1.08,1.08,1.08,1.08,,,,,7.0,7.0,7.0,7.0,9.34,9.34,9.34,9.34,20.25,20.25,20.25,20.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region VII ,Anchovies ,264.82,282.07,206.28,232.64,107.32,175.97,206.46,255.78,51.0,123.96,407.03,404.07,20.79,22.97,67.13,58.88,502.41,168.1,259.2,64.6,417.29,36.72,322.79,96.47,195.3,148.03,115.23,66.61,128.55,168.1,63.79,46.96,82.33,313.86,38.27,58.47,52.33,280.32,63.9,61.84,35.26,283.02,58.68,95.28,207.83,108.51,85.77,30.06,194.58,156.89,183.97,129.54,224.5,256.67,201.6,44.98,135.77,263.53,70.84,49.28,16.84,23.07,3.05,3.92,9.87,4.0,4.47,2.32,18.0,18.0,18.0,18.0,126.4,51.0,36.0,18.0,133.0,94.0,51.0,65.0,202.78,62.0,104.98,8.0,197.0,93.0,107.0,11.0,125.0,28.0,84.0,116.0
Region VII ,Big-eyed scad ,602.69,643.59,690.21,929.18,267.26,583.37,506.75,805.96,557.89,446.38,291.66,329.94,689.22,1040.85,899.61,517.05,511.24,823.31,382.04,638.83,469.69,384.8,464.18,580.69,230.21,511.35,520.05,359.51,205.48,218.96,296.92,429.09,322.38,352.76,450.01,482.86,543.81,674.91,542.42,368.63,498.53,696.01,443.19,250.67,645.66,728.01,506.19,474.8,819.06,668.77,730.06,381.83,769.3,436.25,379.29,532.28,897.6,488.72,424.13,642.06,894.59,504.09,657.25,621.19,652.71,854.08,510.94,498.85,625.68,951.43,708.11,423.69,290.4,448.33,648.82,598.0,1050.53,633.57,340.53,350.18,1487.98,642.39,427.66,386.48,1486.0,719.0,425.0,389.0,1204.0,307.0,435.0,390.0
Region VII ,Bigeye tuna ,,,,,,,,,8.18,5.76,8.18,10.6,74.94,74.94,74.94,74.94,,,,,0.95,0.95,0.95,0.95,62.89,11.45,5.9,3.82,128.1,1.96,1.68,0.72,1.48,3.78,2.12,4.77,4.453333333333334,8.47,3.07,1.82,1.33,31.0,8.69,10.56,4.52,17.01,5.37,1.8,5.07,10.43,7.61,4.62,3.5,12.42,23.6,13.69,42.73,9.87,11.17,21.256666666666664,19.24,23.83,10.97,14.71,110.47,105.34,32.25,46.45,110.13,130.78,30.58,25.85,84.26,122.17,47.97,139.06,5.62,24.68,59.43,56.95,,,,,,,,,,,,
Region VII ,Blue crab ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.28,0.24000000000000002,0.24000000000000002,2.5,0.3,0.4,1.0666666666666667,2.0,0.4,1.0,0.8,1.0,0.5,1.2,1.5,0.7,0.6,1.5,2.0,1.5,1.0,2.0,1.0,0.5,2.11,2.55,0.82,0.3,0.5,0.2,0.1,0.03,0.1,0.3,0.25,0.07,0.87,1.0,1.3,,,,,1.0,1.0,1.0,1.0,,,,
Region VII ,Caesio ,0.4,2.2,1.3,1.3,0.38,5.0,2.8800000000000003,3.26,15.0,10.0,11.333333333333334,9.0,18.4,22.1,28.49,44.97,3.6,5.48,13.033333333333333,30.02,8.28,18.84,18.646666666666665,28.82,7.09,5.75,2.25,13.27,17.273333333333333,14.36,26.85,10.61,3.05,34.31,1.38,3.0,1.2349999999999999,0.81,1.66,1.2349999999999999,0.04,1.44,2.47,1.02,3.0,5.0,4.0,16.95,3.44,8.0,10.0,7.0,4.0,17.0,12.1,10.0,5.0,25.0,15.0,12.0,6.6,34.0,10.0,11.0,6.0,70.03,14.67,12.02,16.54,100.0,18.0,15.0,21.1,61.0,26.0,20.0,71.0,41.0,41.01,24.3,81.16,29.19,41.81,4.16,65.0,29.0,43.0,5.0,71.0,31.0,65.0,18.0
Region VII ,Cavalla ,8.61,2.85,1.8,6.83,3.41,41.98,52.63,32.67333333333334,0.11,1.09,3.31,2.99,0.03,7.44,29.5,23.13,0.46,0.2,17.2,44.2,4.8,14.97,22.35,39.18,22.45,6.05,12.0,21.92,8.99,82.59,37.08,26.86,31.89,98.06,86.07,144.46,34.66,101.46,44.19,28.58,38.99,71.12,43.93,25.73,69.17,77.13,53.71,35.46,78.6,84.06,52.12,51.49,56.68,72.29,66.34,57.78,61.47,77.03,70.6,49.8,69.09,83.62,59.9,49.59,111.8,169.94,77.12,54.24,122.98,156.0,56.27,54.17,115.53,90.0,38.04,38.82,22.3,23.87,77.05,132.45,52.52,21.19,21.33,24.6,48.0,21.0,20.0,29.0,48.0,27.0,8.0,25.0
Region VII ,Crevalle ,39.07,18.6,3.0,2.0,2.96,37.9,7.06,15.973333333333334,3.51,0.87,2.19,2.19,43.93,3.98,23.886666666666667,23.75,8.37,6.3,12.103333333333333,21.64,1.89,14.68,6.19,2.0,26.4,27.5,18.166666666666668,0.6,25.28,306.03,12.39,0.8,59.74,285.05,299.8,110.11,382.27,385.5,286.6,132.82,199.2,219.18,219.83,270.47,286.0,249.35,487.9,175.1,105.02,165.37,115.3,119.0,98.27,136.07,123.45,115.7,99.51,144.0,109.3,122.0,152.12,172.17,128.78,114.2,127.52,270.0,130.92,122.62,118.07,271.83,120.0,111.0,119.78,199.0,153.86,158.0,44.0,179.68,388.29,134.29,482.32,209.06,648.66,97.0,473.0,216.0,636.0,99.0,497.0,221.0,632.0,273.0
Region VII ,Eastern little tuna ,55.2,10.05,33.09,14.0,63.416666666666664,33.88,2.36,154.01,1.26,17.22,4.82,7.766666666666667,1.65,35.13,113.0,3.14,5.88,406.86,151.1,40.56,25.6,153.38,78.54666666666667,56.66,95.2,226.8,2.1,19.45,105.38,97.895,90.41,97.895,134.8,63.39,49.7,7.88,136.96,144.0,82.0,48.0,122.0,251.0,117.0,55.0,233.0,313.0,82.0,75.0,299.8,389.06,61.45,75.29,318.39,419.78,59.0,83.52,406.61,442.41,128.68,277.15,611.85,762.14,85.3,113.56,677.19,767.55,230.59,190.55,825.0,689.47,208.07,165.09,360.65,222.59,178.6,119.0,278.52,199.52,45.35,113.71,7.0,13.08,6.98,178.03,7.0,15.0,6.0,175.0,40.0,20.0,2.0,205.0
Region VII ,Fimbriated sardines ,475.74,897.37,921.25,667.41,299.98,941.02,456.4,490.4,437.95,904.45,707.04,438.9,686.04,636.25,340.04,195.2,565.64,604.06,193.13,256.75,995.74,442.2,39.42,107.38,318.87,630.77,232.57,628.79,560.48,483.23,728.21,485.5,317.94,692.49,1211.04,255.68,472.9,769.36,497.6,161.14,251.37,510.19,495.61,449.88,236.3,1086.49,875.11,124.59,1066.63,1078.94,1033.11,138.24,1162.95,1368.65,1036.51,1000.57,1198.09,1128.81,1082.87,1051.2,1486.06,1317.92,1019.03,1073.86,1427.36,1863.55,1149.49,1856.1,1006.17,2308.1,1195.07,2019.55,1385.9,2287.0,971.91,1203.0,2076.45,1340.94,1279.76,1107.29,1433.9,1382.99,1425.26,317.58,1403.0,1335.0,1375.0,315.0,1210.0,1254.0,1393.0,2384.0
Region VII ,Flying fish ,8.59,185.29,344.19,291.13,27.95,119.86,196.0,172.68,110.98,207.48,250.03,129.13,5.96,122.95,75.54,77.34,81.72,14.82,360.13,39.5,37.3,102.06,149.95,28.17,140.25,226.66,115.37,236.29,65.39,32.0,112.54,29.95,103.55,159.94,64.36,150.55,58.79,154.87,102.85,133.16,92.3,99.28,240.0,90.6,109.92,125.98,75.0,14.5,76.67,33.13,44.36,24.05,47.04,102.16,55.15,89.68,40.65,97.5,152.09,220.7,71.14,53.56,44.1,43.96,129.51,85.08,61.01,46.67,149.26,87.27,49.8,51.23,1106.35,42.0,31.0,83.0,292.5,77.0,90.8,991.5,29.0,16.0,21.0,1547.98,20.0,10.0,21.0,1677.0,19.0,19.0,20.0,29.0
Region VII ,Frigate tuna ,100.42,74.81,35.93,55.57,129.52,127.51,115.1,251.68,131.73,123.82,78.22,72.55,297.6,85.34,69.55,213.81,16.64,274.45,90.82,163.6,214.33,80.54,40.28,166.04,308.34,174.87,281.47,209.08,351.03,227.52,406.36,187.6,411.16,452.95,449.35,93.43,824.78,749.86,541.74,423.39,837.37,908.76,592.41,433.18,1003.39,1193.38,993.91,727.76,942.44,1104.52,1081.67,841.43,1069.81,1220.28,1130.63,919.88,1252.65,1516.65,1451.08,1165.21,1793.01,2176.98,1448.06,1249.52,2326.36,2319.94,1313.09,1082.68,3841.48,3443.34,1692.17,1183.67,3318.09,1326.48,1401.55,1101.69,2218.91,2057.52,3656.7,3993.17,2447.8,789.39,603.15,1163.0,2426.0,995.0,674.0,1173.0,3052.0,1033.0,789.0,411.0
Region VII ,Goatfish ,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,7.4,4.8,1.01,0.1,8.1,2.5,5.3,5.3,8.1,33.14,4.07,15.103333333333333,50.76,78.15,121.56,10.05,155.3,58.16,178.58,104.12,92.72,111.72,168.03,150.58,105.1,151.4,215.79,55.8,51.0,55.73,39.54,47.0,35.0,43.89,55.0,62.0,39.0,54.31,49.0,55.0,59.04,56.0,40.0,46.0,49.94,59.21,56.51,53.06,49.6,75.0,60.59,60.18,62.92,29.72,50.29,74.29,33.33,29.04,66.22,138.82,5.05,4.02,846.89,196.98,5.0,4.0,833.0,197.0,5.0,568.0,840.0,624.0
Region VII ,Grouper ,,,,,,,,,,,,,,,,,0.44,0.28,0.98,0.5666666666666667,0.5449999999999999,0.5449999999999999,0.5,0.59,1.88,1.85,2.74,1.39,1.64,1.59,0.95,1.85,1.16,4.24,10.11,2.76,1.24,5.88,1.42,2.8466666666666662,5.53,0.98,1.89,1.08,18.39,22.83,24.14,5.9,18.33,21.64,17.69,15.71,6.01,17.67,14.47,21.11,6.0,27.2,38.5,13.56,9.7,8.0,9.0,8.0,6.47,7.19,7.1,6.99,7.38,11.0,8.0,6.0,8.98,9.0,7.0,6.0,18.0,12.0,10.0,8.8,24.92,10.0,9.67,60.0,25.0,11.0,10.0,68.0,25.0,11.0,13.0,3.0
Region VII ,Hairtail ,1.37,1.37,1.37,1.37,0.87,6.77,3.82,3.82,51.8,0.3,26.049999999999997,26.049999999999997,10.093333333333334,6.68,21.8,1.8,0.44,0.24,0.71,0.4633333333333333,1.0,6.94,1.65,4.21,10.47,37.19,31.45,8.08,33.09,7.76,16.89,6.6,51.69,47.35,20.28,39.77333333333333,83.17,39.03,13.96,34.74,52.9,19.0,8.2,0.42,59.86,22.47,18.0,14.0,25.0,36.0,18.34,21.0,21.66,34.84,23.0,18.0,38.0,28.01,23.01,33.01,43.15,34.12,36.51,30.6,60.5,47.99,44.31,50.78,96.23,39.67,41.1,53.42,48.33,47.75,27.92,114.2,28.54,2.6,16.3,32.31,11.666666666666666,3.0,3.0,29.0,16.5,1.0,16.5,32.0,2.0,2.0,2.0,2.0
Region VII ,Indian mackerel ,42.25,87.68,91.63,467.36,28.54,49.39,32.17,102.56,186.48,15.81,63.72,86.82,22.52,163.11,33.0,143.24,228.89,137.82,52.2,48.6,136.49,81.74,3.97,32.44,70.77,121.43,9.4,141.71,84.4,354.75,260.57,276.15,252.65,779.37,306.4,212.29,320.05,531.86,230.38,158.27,370.64,704.09,228.54,199.14,382.39,739.48,426.05,212.78,249.9,276.03,142.79,284.05,244.97,247.31,192.59,286.45,268.53,290.73,215.56,307.77,284.82,335.62,187.86,255.35,275.65,734.72,280.81,293.95,260.94,597.41,304.35,371.2,1006.54,358.0,283.83,277.33,1505.0,1250.9,1161.88,1192.19,2799.79,298.26,889.64,608.02,2667.0,300.0,1007.0,616.0,3061.0,783.0,1045.0,671.0
Region VII ,Bali sardinella ,250.2,241.22,226.09,251.48,77.83,84.08,97.82,179.81,332.53,27.82,457.16,44.97,245.19,315.03,451.54,125.81,1788.4,1474.27,748.09,64.9,107.94,266.28,949.14,102.32,498.58,723.1,133.05,140.19,315.85,305.9,152.02,144.1,275.85,933.35,228.25,115.82,220.72,282.21,117.54,90.25,73.57,148.88,128.53,205.61,75.31,282.31,375.4,58.56,219.24,219.66,513.79,68.59,210.13,686.92,544.66,278.27,274.65,433.56,596.04,288.0,362.59,1163.96,558.52,312.29,338.35,657.35,793.77,455.36,343.89,321.16,366.98,315.01,355.75,692.9,476.9,357.0,111.6,751.51,1533.6,568.0,15.58,1440.67,2403.46,201.84,15.0,1406.0,2435.0,199.0,14.0,1540.0,2391.0,1157.0
Region VII ,Indo-pacific mackerel ,56.29,57.35,27.37,65.42,13.04,49.87,7.65,51.24,15.23,39.71,13.16,30.79,37.15,101.82,96.1,24.46,19.63,48.7,84.09,140.72,60.31,63.49,37.41,34.87,143.87,17.49,104.53,114.4,44.1,338.45,191.74,107.08,44.25,239.73,101.06,89.51,195.25,210.76,123.17,108.12,121.36,160.4,80.56,87.64,52.73,202.49,194.56,151.82,63.82,131.89,93.14,97.79,58.02,133.2,95.95,54.28,53.21,138.08,103.73,65.11,66.15,148.97,119.37,45.23,67.85,192.94,134.88,60.01,61.47,167.45,121.67,51.22,82.08,180.97,340.95,64.55,518.0,255.13,101.5,87.3,679.58,214.36,250.07,844.04,662.0,224.0,261.0,844.0,683.0,255.0,260.0,201.0
Region VII ,Mullet ,,,,,,,,,,,,,0.23,0.23,0.23,0.23,20.685000000000002,20.685000000000002,35.28,6.09,,,,,,,,,,,,,4.77,4.77,4.77,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9,24.9,24.9,24.9,,,,,,,,,,,,,,,,
Region VII ,Parrot fish ,,,,,,,,,1.275,1.275,1.8,0.75,1.05,1.05,1.05,1.05,14.58,14.58,14.58,14.58,8.29,8.29,8.29,8.29,1.25,1.2,1.99,22.76,2.34,2.34,2.34,2.34,8.603333333333333,18.71,6.06,1.04,10.37,10.37,10.37,10.37,1.23,19.65,1.35,4.4,45.6,42.0,37.55,27.8,33.0,38.0,41.19,33.0,21.02,31.59,32.35,28.0,22.0,49.09,54.9,35.49,56.04,55.25,28.5,36.15,34.09,22.86,16.92,18.52,21.07,26.21,22.85,17.4,16.71,5.0,11.03,11.73,2.11,10.05,10.82,13.05,5.1,6.55,3.07,178.08,58.333333333333336,5.0,2.0,168.0,9.0,4.0,7.0,8.0
Region VII ,Porgies ,,,,,,,,,,,,,,,,,15.07,15.07,15.07,15.07,15.086666666666668,29.76,0.8,14.7,2.2,18.4,13.866666666666665,21.0,0.51,41.47,2.49,14.823333333333332,,,,,9.15,9.15,9.15,9.15,0.94,0.94,0.94,0.94,9.6,6.0,2.0,5.866666666666667,4.0,2.0,1.5,2.0,2.0,1.0,2.0,2.5,1.8,2.0,2.5,3.0,2.0,3.0,4.0,2.0,4.0,5.99,1.01,1.0,6.42,9.0,1.0,2.0,1.05,2.0,1.5,2.7,8.166666666666666,17.0,4.0,3.5,22.0,21.0,20.0,25.0,24.666666666666668,20.0,22.0,32.0,96.0,42.0,27.0,55.0
Region VII ,Round herring ,14.5,0.85,7.675,7.675,12.969999999999999,12.969999999999999,25.15,0.79,31.5,31.5,31.5,31.5,11.633333333333333,3.71,16.75,14.44,4.52,0.46,1.7266666666666666,0.2,9.0,1.25,0.38,1.25,0.23,1.22,2.6333333333333333,6.45,,,,,5.16,5.16,5.16,5.16,,,,,7.7,7.7,7.7,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7666666666666666,1.5,2.0,1.8,21.666666666666668,1.0,55.0,9.0,24.666666666666668,3.0,60.0,11.0,7.0,3.0,65.0,8.0
Region VII ,Roundscad ,1058.41,1345.03,652.09,1262.06,926.23,998.57,708.38,575.43,704.74,797.54,717.02,489.49,563.79,796.63,346.79,501.88,634.87,1042.0,290.75,251.87,999.84,786.65,119.99,391.86,399.03,1014.21,380.54,573.69,575.0,1872.45,1045.33,718.11,1893.8,3171.5,1760.24,702.67,2133.2,2364.19,1707.95,1211.77,1234.82,2936.11,1697.85,1297.13,4048.78,4716.35,1658.34,1024.22,3635.5,3540.36,1944.85,1998.49,3285.94,4599.64,1646.42,1798.58,4624.29,4840.31,1956.95,1963.58,5040.33,5206.07,2296.48,2036.53,6066.45,6625.77,3301.63,2802.78,6582.41,6734.06,3768.15,2918.56,5316.25,4148.25,3260.16,2366.01,9568.22,3905.37,4562.79,3784.37,8294.24,2237.0,3310.44,3332.78,8394.0,2240.0,2965.0,3198.0,7309.0,2069.0,3224.0,1928.0
Region VII ,Siganid ,,,,,,,,,4.0,2.055,0.11,2.055,,,,,0.75,0.75,0.75,0.75,,,,,1.7100000000000002,1.7100000000000002,2.49,0.93,0.66,2.05,1.355,1.355,0.12,22.6,7.830000000000001,0.77,2.63,2.63,2.63,2.63,0.53,0.34,0.15,0.34,10.05,18.08,19.95,16.026666666666667,8.74,14.75,12.6,11.42,13.04,9.39,10.85,15.74,3.5,22.19,31.39,28.5,9.01,7.0,8.0,28.11,5.33,10.03,10.09,3.84,2.73,1.0,0.2,3.11,3.41,0.5,0.3,1.47,16.48,1.5,13.4,23.0,21.0,21.78,15.97,69.82,21.0,22.0,23.0,74.0,26.0,23.0,22.0,31.0
Region VII ,Skipjack ,280.99,388.69,270.2,170.54,387.28,390.31,244.19,184.01,288.72,340.65,190.97,419.99,41.63,63.99,114.05,128.02,122.41,189.9,189.4,94.88,67.89,111.61,42.74,53.88,78.91,78.72,31.8,44.7,153.87,176.9,93.6,56.85,182.44,103.48,39.03,56.69,143.1,244.45,49.88,38.28,168.5,250.35,78.62,35.63,214.66,333.47,105.25,90.24,222.68,344.92,130.29,98.35,282.48,393.22,139.57,85.42,346.94,501.97,141.67,83.06,289.16,406.11,104.74,90.29,285.78,179.99,160.24,169.86,267.12,178.94,180.2,182.9,172.53,115.0,140.5,181.0,123.0,21.0,176.25,144.0,59.0,398.5,436.0,247.02,120.0,391.0,451.0,246.0,408.0,376.0,463.0,763.0
Region VII ,Slipmouth ,46.26,34.6,41.95,6.0,2.6,42.1,31.95,236.25,21.293333333333333,23.36,0.36,40.16,32.53,52.5,10.0,32.0,20.98,62.06,15.98,56.16,6.4,16.58,2.02,4.25,184.46,180.0,4.13,83.27,27.86,57.85,96.15,43.4,14.38,111.28,79.56,344.59,68.25,278.8,231.2,37.3,85.35,53.0,127.89,72.69,289.4,144.0,240.6,96.85,184.0,191.0,126.7,176.5,221.95,140.0,133.0,163.0,217.03,164.0,145.0,189.01,285.0,192.53,162.91,170.5,273.94,231.17,197.66,194.86,307.07,276.17,208.03,201.2,383.79,127.07,126.85,276.2,202.01,247.5,172.3,461.22,264.16,145.86,243.86,223.74,254.0,143.0,237.0,223.0,305.0,133.0,237.0,342.0
Region VII ,Snapper ,,,,,,,,,1.6,1.6,1.6,1.6,,,,,,,,,0.665,0.665,0.62,0.71,1.27,3.18,2.99,1.28,1.65,5.41,0.6,0.63,0.8,17.0,10.4,1.27,1.3,3.38,14.24,6.3066666666666675,1.39,2.08,23.4,12.08,38.31,44.31,33.66,10.5,43.97,43.32,25.96,29.74,23.91,36.28,28.4,39.81,24.0,42.62,36.18,35.0,54.27,41.0,37.0,27.7,45.53,49.76,46.6,30.37,13.1,15.0,31.71,27.24,49.73,29.22,25.86,25.78,108.97,43.1,31.34,27.18,137.84,106.53,108.77,294.09,5.0,105.0,107.0,287.0,238.0,105.0,105.0,163.0
Region VII ,Spanish mackerel ,3.66,5.6,6.12,45.0,9.549999999999999,9.9,3.0,15.75,8.86,24.64,16.75,16.75,4.15,8.69,10.84,20.78,0.81,21.143333333333334,2.92,59.7,4.67,5.4,3.58,16.4,18.27,13.62,3.36,9.84,12.69,5.87,18.15,35.12,1.94,24.42,1.39,181.74,19.45,15.74,13.4,12.08,6.72,2.56,9.42,4.1,6.8,9.0,5.28,8.47,13.51,13.02,7.14,8.51,28.06,25.08,5.35,13.04,36.37,35.15,13.9,12.33,35.06,18.48,13.89,13.14,60.66,58.56,24.43,24.09,44.55,25.53,23.23,31.27,35.25,39.75,13.77,76.85,6.23,7.38,6.56,17.08,44.57,17.0,49.64,45.87,44.0,16.0,47.0,46.0,44.0,19.0,46.0,125.0
Region VII ,Squid ,170.29,2.9,14.4,44.0,8.14,9.55,6.63,38.86,26.77,12.75,3.43,7.64,45.02,36.62,0.85,13.3,7.56,30.36,1.27,23.5,19.74,26.92,26.43,13.83,53.71,11.53,5.59,43.73,43.23,43.65,101.56,66.86,74.06,176.91,257.17,130.83,77.27,107.15,81.25,61.63,162.56,90.38,108.28,67.2,278.09,296.27,346.07,272.41,189.47,208.22,244.75,233.61,173.47,261.09,286.85,171.2,182.22,265.53,269.93,151.93,211.26,254.9,186.8,151.05,197.62,277.54,139.04,116.1,177.67,304.81,166.3,121.31,190.43,168.43,118.56,142.17,93.91,198.11,216.63,143.36,40.92,415.16,479.27,560.0,39.0,385.0,455.0,531.0,35.0,443.0,514.0,532.0
Region VII ,Threadfin bream ,8.0,8.0,8.0,8.0,8.17,8.17,8.17,8.17,4.6,4.6,4.6,4.6,15.65,2.8,15.65,28.5,0.46,180.54,63.833333333333336,10.5,15.886666666666668,36.78,2.88,8.0,26.3,117.35,9.5,24.37,23.04,11.54,13.63,15.5,26.27,68.05,35.66,225.19,160.32,128.78,111.6,59.99,72.88,113.4,43.96,87.87,65.6,138.0,56.3,81.85,22.0,24.15,12.8,19.5,14.0,13.0,15.0,14.0,12.0,16.0,19.0,18.0,35.05,30.51,24.25,17.0,26.38,40.26,32.41,19.07,28.53,66.0,26.38,21.02,30.31,26.0,17.95,23.16,3.92,40.34,22.98,27.83,6.04,127.0,465.46,41.17,1.0,132.0,467.0,41.0,7.0,149.0,468.0,580.0
Region VII ,Yellowfin tuna ,77.6,127.8,37.55,75.38,168.24,267.08,122.38,157.88,21.71,82.27,91.07,164.82,55.38,33.49,155.08,244.25,106.16,745.67,144.47,74.87,16.44,182.68,113.92,86.05,33.5,87.47,136.9,150.94,8.67,59.47,200.19,69.43,147.7,235.09,282.55,81.05,122.53,231.72,282.91,89.87,134.6,298.61,243.65,192.2,172.56,442.81,344.29,77.47,162.77,443.2,441.77,238.35,248.73,436.45,442.25,202.86,447.58,759.97,425.39,86.71,356.3,397.76,256.15,394.85,294.86,247.81,224.7,230.51,337.76,282.66,257.58,252.3,44.59,80.0,118.0,181.67,60.93,43.16,60.0,92.0,140.01,74.65,149.36,119.0,138.0,75.0,149.0,117.0,120.0,42.0,80.0,85.0
Region VII ,Others,800.79,592.15,361.97,503.81,216.3,407.94,268.59,261.07,478.25,237.87,113.54,231.51,414.21,153.56,231.53,269.65,389.78,752.81,191.98,217.32,190.85,411.36,260.78,293.64,1162.94,675.11,95.93,542.7,720.86,977.22,615.36,491.06,2645.3,2747.89,2041.27,656.21,2848.51,2706.42,2133.47,1865.95,2511.46,2989.07,2477.19,2187.28,2585.76,2914.25,1756.09,1789.03,2111.98,2511.36,1942.71,2071.5,1630.23,1580.72,1979.35,1947.17,1933.89,2033.28,1732.95,1705.3,1825.53,1511.64,1473.35,2058.73,1248.96,1467.33,1274.25,1489.56,1319.35,1336.25,1085.75,1370.0,1208.67,1464.81,1244.4,1265.0,1290.89,1252.17,1360.16,1539.8,1106.61,1938.08,2407.15,1631.0,1344.0,1860.0,2304.0,1562.0,1342.0,1394.0,2763.0,1912.0
Region VIII ,Acetes ,4.26,4.26,4.26,4.26,,,,,,,,,,,,,7.78,7.78,7.78,7.78,,,,,0.6,1.02,0.81,0.81,4.44,4.44,4.44,4.44,0.73,0.73,0.73,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,0.88,0.88,0.88,0.75,4.593333333333334,11.4,1.63,1.9,27.1,15.1,4.74,1.35,1.53,16.8,23.75,1.0,1.0,2.0,1.0,8.0,11.0,12.0,1.0,,,,
Region VIII ,Anchovies ,300.96,252.79,202.21,111.01,115.95,288.63,95.56,549.71,62.05,534.31,563.57,513.55,69.45,17.87,27.52,43.59,53.7,34.38,61.41,59.0,453.82,64.9,39.02,133.3,77.82,62.88,45.08,66.47,38.02,175.69,63.89,62.77,64.82,181.04,56.18,61.02,129.44,136.49,45.65,113.4,116.85,130.7,145.62,124.32,350.74,115.46,218.69,146.4,570.94,550.01,362.59,429.55,752.13,259.15,327.0,452.91,915.68,241.66,311.18,436.97,900.43,58.7,73.33,622.84,1001.51,800.2,697.93,830.77,1074.51,831.63,710.59,793.39,934.79,856.45,759.39,797.32,921.08,811.1,713.47,851.23,940.0,775.53,770.49,878.2,862.0,691.0,701.0,780.0,805.0,413.0,701.0,800.0
Region VIII ,Big-eyed scad ,228.76,102.39,75.62,142.56,234.34,98.97,166.71,128.12,171.04,160.73,50.86,266.69,192.73,178.25,151.29,228.04,219.45,123.83,168.23,204.29,204.61,114.95,125.64,202.62,134.61,95.47,277.35,106.43,215.9,132.01,296.14,124.99,250.59,416.6,297.0,238.93,425.38,460.71,452.13,367.2,332.81,426.83,443.45,461.84,611.92,683.14,373.81,292.31,596.1,716.7,499.61,555.69,500.95,434.93,477.19,583.45,457.66,447.15,469.4,474.48,393.84,416.09,461.45,341.57,364.03,480.14,542.64,474.29,333.78,482.93,453.91,419.54,452.1,405.0,483.5,400.71,182.88,284.75,393.9,393.35,195.0,267.77,292.5,316.0,173.0,230.0,295.0,262.0,149.0,213.0,271.0,283.0
Region VIII ,Bigeye tuna ,106.06,121.34,71.17,262.17,82.68,98.71,57.86,96.47,124.93,142.07,162.19,119.06,105.14,202.77,180.65,143.72,26.37,146.86,343.26,156.66,53.78,42.18,86.48,49.93,286.26,97.53,147.62,43.2,145.61,93.71,173.91,100.9,216.96,189.35,230.78,65.83,56.15,80.53,78.81,233.23,44.08,88.95,145.56,312.58,244.05,295.68,140.61,57.0,552.39,667.55,270.25,421.95,363.68,420.43,362.8,340.78,733.73,744.19,341.31,589.88,50.48,41.2,64.7,94.9,303.53,312.5,593.07,552.81,246.2,260.46,587.39,595.1,220.79,295.93,333.62,301.4,77.43,121.46,157.28,149.8,,,,,,,,,,,,
